,id,abstract,keys,#tokens,#keys
109,111,"Participation in social networking sites has dramatically increased in recent years. Services such as Friendster Tribe or the Facebook allow millions of individuals to create online profiles and share personal information with vast networks of friends  and often unknown numbers of strangers. In this paper we study patterns of information revelation in online social networks and their privacy implications. We analyze the online behavior of more than 4,000 Carnegie Mellon University students who have joined a popular social networking site catered to colleges. We evaluate the amount of information they disclose and study their usage of the site's privacy settings. We highlight potential attacks on various aspects of their privacy and we show that only a minimal percentage of users changes the highly permeable privacy preferences.","['information relevation', 'privacy', 're-identification', 'Online privacy', 'information revelation', 'online behavior', 'college', 'social network theory', 'privacy perference', 'online social networking', 'stalking', 'facebook', 'social networking sites', 'data visibility', 'privacy risk']",126,15
110,112,Topic distillation is the process of finding authoritative Web pages and comprehensive hubs which reciprocally endorse each other and are relevant to a given query. Hyperlink-based topic distillation has been traditionally applied to a macroscopic Web model where documents are nodes in a directed graph and hyperlinks are edges. Macroscopic models miss valuable clues such as banners navigation panels  and template-based inclusions which are embedded in HTML pages using markup tags. Consequently results of macroscopic distillation algorithms have been deteriorating in quality as Web pages are becoming more complex. We propose a uniform fine-grained model for the Web in which pages are represented by their tag trees also called their Document Object Models or DOMs and these DOM trees are interconnected by ordinary hyperlinks. Surprisingly macroscopic distillation algorithms do not work in the fine-grained scenario. We present a new algorithm suitable for the fine-grained model. It can dis-aggregate hubs into coherent regions by segmenting their DOMtrees. M utual endorsement between hubs and authorities involve these regions  rather than single nodes representing complete hubs. Anecdotes and measurements using a 28-query 366000-document benchmark suite used in earlier topic distillation research reveal two benefits from the new algorithm distillation quality improves and a by-product of distillation is the ability to extract relevant snippets from hubs which are only partially relevant to the query.,"['Document Object Model', 'segmentation', 'microscopic distillation', 'XML', 'Google', 'PageRank algorithm', 'hyperlink', 'Topic distillation', 'topic distillation', 'link localization', 'hub fragmentation', 'DOM', 'Minimum Description Length principle', 'HITS', 'text analysis']",220,15
111,113,In this paper we present the context of the work of the Curriculum Committee on IT2005 the IT curriculum volume described in the Overview Draft document of the Joint Task Force for Computing Curriculum 2004. We also provide a brief introduction to the history and work of the Information Assurance Education community. These two perspectives provide the foundation for the main thrust of the paper which is a description of the Information Assurance and Security IAS component of the IT2005 document. Finally we end the paper with an example of how IAS is being implemented at BYU as a pervasive theme that is woven throughout the curriculum and conclude with some observations about the first year's experience.,"['Information Assurance', 'IT', 'Committee on National Security Systems', 'Training standards', 'Information assurance', 'SIGITE Curriculum committee', 'NIETP Program', 'Pervasive Themes', 'In-service training development', 'BYU curriculum', 'Information Technology', 'IT2005', 'IAS', 'Security Knowledge', 'IA', 'CITC-1', 'CC2005', 'Education', 'IT2005 volume']",117,19
112,114,Perceptual user interfaces PUIs are an important part of ubiquitous computing. Creating such interfaces is difficult because of the image and signal processing knowledge required for creating classifiers. We propose an interactive machine-learning IML model that allows users to train classify/view and correct the classifications. The concept and implementation details of IML are discussed and contrasted with classical machine learning models. Evaluations of two algorithms are also presented. We also briefly describe Image Processing with Crayons Crayons which is a tool for creating new camera-based interfaces using a simple painting metaphor. The Crayons tool embodies our notions of interactive machine learning.,"['image processing', 'perceptive user interfaces', 'Classical machine learning', 'Crayons prototype', 'Crayons design process', 'classification', 'Image processing with crayons', 'Perceptual user iinterfaces', 'Interactive machine learning', 'Classification design loop', 'Predict correct behaviour', 'Machine learning', 'Perceptual interface', 'interaction', 'image/pixel classifier']",101,15
113,115,The paper presents a method for pruning frequent itemsets based on background knowledge represented by a Bayesian network. The interestingness of an itemset is defined as the absolute difference between its support estimated from data and from the Bayesian network. Efficient algorithms are presented for finding interestingness of a collection of frequent itemsets and for finding all attribute sets with a given minimum interestingness. Practical usefulness of the algorithms and their efficiency have been verified experimentally.,"['background knowledge', 'frequent itemsets', 'emerging pattern', 'Bayesian network', 'interestingness', 'association rules', 'association rule', 'frequent itemset']",76,8
114,116,Abstract. The emergence of several radio technologies such as Bluetooth and IEEE 802.11 operating in the 2.4 GHz unlicensed ISM frequency band may lead to signal interference and result in significant performance degradation when devices are colocated in the same environment. The main goal of this paper is to evaluate the effect of mutual interference on the performance of Bluetooth and IEEE 802.11b systems. We develop a simulation framework for modeling interference based on detailed MAC and PHY models. First we use a simple simulation scenario to highlight the effects of parameters such as transmission power offered load and traffic type. We then turn to more complex scenarios involving multiple Bluetooth piconets and WLAN devices.,"['topology', 'evaluation', 'interference', 'performance degradation', 'offered load', 'tranmission power', 'simulation framework', 'IEEE 802.11b', 'WPANs', 'hop rate', 'packet loss', 'WLAN', 'Bluetooth']",115,13
115,117,What makes a peripheral or ambient display more effective at presenting awareness information than another  Presently little is known in this regard and techniques for evaluating these types of displays are just beginning to be developed. In this article we focus on one aspect of a peripheral display's effectiveness-its ability to communicate information at a glance. We conducted an evaluation of the InfoCanvas a peripheral display that conveys awareness information graphically as a form of information art by assessing how well people recall information when it is presented for a brief period of time. We compare performance of the InfoCanvas to two other electronic information displays  a Web portal style and a text-based display when each display was viewed for a short period of time. We found that participants noted and recalled significantly more information when presented by the InfoCanvas than by either of the other displays despite having to learn the additional graphical representations employed by the InfoCanvas.,"['Web portal-like display', 'empirical evaluation', 'evaluation', 'Peripheral display', 'information conveyance', 'graphical representation', 'information visualization', 'peripheral display', 'awareness information', 'ambient display', 'text-based display', 'information recall', 'InfoCanvas display']",159,13
116,118,We propose an In-Network Data-Centric Storage INDCS scheme for answering ad-hoc queries in sensor networks. Previously proposed In-Network Storage INS schemes suffered from Storage Hot-Spots that are formed if either the sensors locations are not uniformly distributed over the coverage area or the distribution of sensor readings is not uniform over the range of possible reading values. Our K-D tree based Data-Centric Storage KDDCS scheme maintains the invariant that the storage of events is distributed reasonably uniformly among the sensors. KDDCS is composed of a set of distributed algorithms whose running time is within a poly-log factor of the diameter of the network. The number of messages any sensor has to send as well as the bits in those messages is poly-logarithmic in the number of sensors. Load balancing in KDDCS is based on defining and distributively solving a theoretical problem that we call the Weighted Split Median problem . In addition to analytical bounds on KDDCS individual algorithms  we provide experimental evidence of our scheme's general efficiency as well as its ability to avoid the formation of storage hot-spots of various sizes unlike all previous INDCS schemes.,"['Distributed Algorithms', 'sensor network', 'Sensor Network', 'weighted split median problem', 'storage hot-spots', 'energy saving', 'Power-Aware', 'KDDCS', 'ad-hoc queries', 'quality of data (QoD)', 'data persistence', 'routing algorithm', 'DIM']",188,13
117,119,Topic tracking is complicated when the stories in the stream occur in multiple languages. Typically researchers have trained only English topic models because the training stories have been provided in English. In tracking non-English test stories are then machine translated into English to compare them with the topic models. We propose a native language hypothesis stating that comparisons would be more effective in the original language of the story. We first test and support the hypothesis for story link detection. For topic tracking the hypothesis implies that it should be preferable to build separate language-specific topic models for each language in the stream. We compare different methods of incrementally building such native language topic models.,"['', 'crosslingual', 'Arabic', 'multilingual topic tracking', 'multilingual', 'classification', 'story link', 'native language hypothesis', 'machine translation', 'native topic models', 'similarity', 'TDT', 'topic models', 'topic tracking']",115,14
118,120,Backup of websites is often not considered until after a catastrophic event has occurred to either the website or its webmaster. We introduce lazy preservation ­ digital preservation performed as a result of the normal operation of web crawlers and caches. Lazy preservation is especially suitable for third parties for example a teacher reconstructing a missing website used in previous classes. We evaluate the effectiveness of lazy preservation by reconstructing 24 websites of varying sizes and composition using Warrick a web-repository crawler. Because of varying levels of completeness in any one repository our reconstructions sampled from four different web repositories Google 44 MSN 30 Internet Archive 19 and Yahoo 7%). We also measured the time required for web resources to be discovered and cached 10-103 days as well as how long they remained in cache after deletion 7-61 days).,"['recovery', 'caching', 'reconstruction', 'digital preservation', 'crawling', 'search engine', 'Search engines (SEs)', 'cached resources', 'web repositories', 'lazy preservation']",139,10
119,121,This paper considers the problem of using Support Vector Machines SVMs to learn concepts from large scale imbalanced data sets. The objective of this paper is twofold. Firstly we investigate the effects of large scale and imbalance on SVMs. We highlight the role of linear non-separability in this problem. Secondly we develop a both practical and theoretical guaranteed meta-algorithm to handle the trouble of scale and imbalance. The approach is named Support Cluster Machines SCMs). It incorporates the informative and the representative under-sampling mechanisms to speedup the training procedure. The SCMs differs from the previous similar ideas in two ways a the theoretical foundation has been provided and b the clustering is performed in the feature space rather than in the input space. The theoretical analysis not only provides justification  but also guides the technical choices of the proposed approach. Finally experiments on both the synthetic and the TRECVID data are carried out. The results support the previous analysis and show that the SCMs are efficient and effective while dealing with large scale imbalanced data sets.,"['Clustering', 'TRECVID', 'Support Vector Machines', 'Support Vector Machines (SVMs)', 'support cluster machines (SCMs)', 'kernel k-means', 'imbalanced data', 'meta-algorithm', 'concept modelling', 'shrinking techniques', 'Large Scale', 'Concept Modelling', 'Imbalance', 'large scale data', 'Kernel k-means', 'clusters']",176,16
120,122,This paper studies the problem of automatic acquisition of the query languages supported by a Web information resource . We describe a system that automatically probes the search interface of a resource with a set of test queries and analyses the returned pages to recognize supported query operators. The automatic acquisition assumes the availability of the number of matches the resource returns for a submitted query. The match numbers are used to train a learning system and to generate classification rules that recognize the query operators supported by a provider and their syntactic encodings. These classification rules are employed during the automatic probing of new providers to determine query operators they support. We report on results of experiments with a set of real Web resources.,"['web resources', 'learning', 'Hidden Web', 'search interface', 'search engine', 'machine learning', 'hidden web', 'query languages', 'web interfaces', 'query operators', 'automatic acquisition']",125,11
121,123,Clustering algorithms typically operate on a feature vector representation of the data and find clusters that are compact with respect to an assumed dis)similarity measure between the data points in feature space. This makes the type of clusters identified highly dependent on the assumed similarity measure. Building on recent work in this area we formally define a class of spatially varying dissimilarity measures and propose algorithms to learn the dissimilarity measure automatically from the data. The idea is to identify clusters that are compact with respect to the unknown spatially varying dissimilarity measure. Our experiments show that the proposed algorithms are more stable and achieve better accuracy on various textual data sets when compared with similar algorithms proposed in the literature.,"['Clustering', 'dissimilarity measure', 'clustering', 'feature weighting', 'spatially varying dissimilarity (SVaD)', 'Learning Dissimilarity Measures']",121,6
122,124,Kernel machines have been shown as the state-of-the-art learning techniques for classification. In this paper we propose a novel general framework of learning the Unified Kernel Machines UKM from both labeled and unlabeled data. Our proposed framework integrates supervised learning semi-supervised kernel learning and active learning in a unified solution. In the suggested framework we particularly focus our attention on designing a new semi-supervised kernel learning method i.e. Spectral Kernel Learning SKL which is built on the principles of kernel target alignment and unsupervised kernel design. Our algorithm is related to an equivalent quadratic programming problem that can be efficiently solved. Empirical results have shown that our method is more effective and robust to learn the semi-supervised kernels than traditional approaches. Based on the framework we present a specific paradigm of unified kernel machines with respect to Kernel Logistic Regresions KLR i.e. Unified Kernel Logistic Regression UKLR). We evaluate our proposed UKLR classification scheme in comparison with traditional solutions. The promising results show that our proposed UKLR paradigm is more effective than the traditional classification approaches.,"['supervised learning', 'unified kernel machine(UKM)', 'data mining', 'Semi-Supervised Learning', 'classification', 'Spectral Kernel Learning', 'framework', 'spectral kernel learning (SKL)', 'Active Learning', 'Kernel Logistic Regressions', 'Classification', 'semi-supervised kernel learning', 'Unsuper-vised Kernel Design', 'active learning', 'Supervised Learning', 'Kernel Machines']",176,16
123,125,A physically compact low cost high performance 3D graphics accelerator is presented. It supports shaded rendering of triangles and antialiased lines into a double-buffered 24-bit true color frame buffer with a 24-bit Z-buffer. Nearly the only chips used besides standard memory parts are 11 ASICs of four types). Special geometry data reformatting hardware on one ASIC greatly speeds and simplifies the data input pipeline. Floating-point performance is enhanced by another ASIC a custom graphics microprocessor with specialized graphics instructions and features. Screen primitive rasterization is carried out in parallel by five drawing ASICs employing a new partitioning of the back-end rendering task. For typical rendering cases the only system performance bottleneck is that intrinsically imposed by VRAM.,"['video output', '3D graphics hardware', 'floating-point microprocessors', 'geometry data', 'floating point processing', 'general graphics processing', '3D shaded graphics', 'rendering', 'antialiased lines', 'low cost', 'parallel algorithms', 'input processing', 'small physical size', 'gouraud shading', 'screen space rendering', 'parallel graphics algorithms']",117,16
124,126,Data dissemination through wireless channels for broadcasting information to consumers is becoming quite common. Many dissemination schemes have been proposed but most of them push data to wireless channels for general consumption. Push based broadcast 1 is essentially asymmetric i.e. the volume of data being higher from the server to the users than from the users back to the server. Push based scheme requires some indexing which indicates when the data will be broadcast and its position in the broadcast. Access latency and tuning time are the two main parameters which may be used to evaluate an indexing scheme. Two of the important indexing schemes proposed earlier were tree based and the exponential indexing schemes. None of these schemes were able to address the requirements of location dependent data LDD which is highly desirable feature of data dissemination. In this paper we discuss the broadcast of LDD in our project DAta in Your Space DAYS and propose a scheme for indexing LDD. We argue that this scheme when applied to LDD significantly improves performance in terms of tuning time over the above mentioned schemes. We prove our argument with the help of simulation results.,"['push based architecture', 'indexing', 'wireless', 'location dependent data', 'Wireless data broadcast', 'location based services', 'data dissemination', 'mapping function', 'broadcast', 'data staging', 'access efficiency', 'indexing scheme', 'energy conservation', 'containment']",194,14
125,127,Bagging frequently improves the predictive performance of a model. An online version has recently been introduced which attempts to gain the benefits of an online algorithm while approximating regular bagging. However regular online bagging is an approximation to its batch counterpart and so is not lossless with respect to the bagging operation. By operating under the Bayesian paradigm we introduce an online Bayesian version of bagging which is exactly equivalent to the batch Bayesian version and thus when combined with a lossless learning algorithm gives a completely lossless online bagging algorithm. We also note that the Bayesian formulation resolves a theoretical problem with bagging produces less variability in its estimates and can improve predictive performance for smaller data sets.,"['online bagging', 'Bayesian bagging', 'bagging', 'classification', 'Dirichlet Distribution', 'Classification Tree', 'mean-squared prediction error', 'lossless learning algorithm', 'bootstrap', 'Bayesian Bootstrap']",119,10
126,128,For hardware accelerated rendering photon mapping is especially useful for simulating caustic lighting effects on non-Lambertian surfaces. However an efficient hardware algorithm for the computation of the k nearest neighbours to a sample point is required. Existing algorithms are often based on recursive spatial subdivision techniques such as kd-trees. However hardware implementation of a tree-based algorithm would have a high latency or would require a large cache to avoid this latency on average. We present a neighbourhood-preserving hashing algorithm that is low-latency and has sub-linear access time. This algorithm is more amenable to fine-scale parallelism than tree-based recursive spatial subdivision and maps well onto coherent block-oriented pipelined memory access. These properties make the algorithm suitable for implementation using future programmable fragment shaders with only one stage of dependent texturing.,"['hashing techniques', 'block hashing (BH)', 'photon mapping', 'kNN', 'AkNN', 'accelerator']",129,6
127,129,In this paper we study the problem of assigning unit-size tasks to related machines when only limited online information is provided to each task. This is a general framework whose special cases are the classical multiple-choice games for the assignment of unit-size tasks to identical machines. The latter case was the subject of intensive research for the last decade. The problem is intriguing in the sense that the natural extensions of the greedy oblivious schedulers which are known to achieve near-optimal performance in the case of identical machines are proved to perform quite poorly in the case of the related machines. In this work we present a rather surprising lower bound stating that any oblivious scheduler that assigns an arbitrary number of tasks to n related machines would need log n loglog n polls of machine loads per task in order to achieve a constant competitive ratio versus the optimum offline assignment of the same input sequence to these machines . On the other hand we prove that the missing information for an oblivious scheduler to perform almost optimally  is the amount of tasks to be inserted into the system. In particular we provide an oblivious scheduler that only uses O(loglog n polls along with the additional information of the size of the input sequence in order to achieve a constant competitive ratio vs. the optimum offline assignment . The philosophy of this scheduler is based on an interesting exploitation of the slowfit concept 1 5 3 for a survey see 6 9 16 for the assignment of the tasks to the related machines despite the restrictions on the provided online information in combination with a layered in-This work has been partially supported by the IST Program of the European Union under contract number IST-1999 14186  ALCOM-FT,"['Limited Information', 'Related Machines', 'related machines', 'HOPS', 'input sequence', 'Online Load Balancing', 'unit-size task', 'lower bounds', 'online information', 'scheduling', 'oblivious scheduler']",297,11
128,130,This paper describes ongoing research into the application of machine learning techniques for improving access to governmental information in complex digital libraries. Under the auspices of the GovStat Project our goal is to identify a small number of semantically valid concepts that adequately spans the intellectual domain of a collection. The goal of this discovery is twofold. First we desire a practical aid for information architects. Second automatically derived document-concept relationships are a necessary precondition for real-world deployment of many dynamic interfaces. The current study compares concept learning strategies based on three document representations keywords titles and full-text. In statistical and user-based studies human-created keywords provide significant improvements in concept learning over both title-only and full-text representations.,"['document representation', 'information architecture', 'Machine Learning', 'clustering', 'document classification', 'Information Architecture', 'Interface Design', 'relational browser', 'digital libraries', 'BLS', 'topic discovery']",117,11
129,131,The development of microarray technology has supplied a large volume of data to many fields. In particular it has been applied to prediction and diagnosis of cancer so that it expectedly helps us to exactly predict and diagnose cancer. To precisely classify cancer we have to select genes related to cancer because extracted genes from microarray have many noises. In this paper we attempt to explore many features and classifiers using three benchmark datasets to systematically evaluate the performances of the feature selection methods and machine learning classifiers. Three benchmark datasets are Leukemia cancer dataset Colon cancer dataset and Lymphoma cancer data set. Pearson's and Spearman's correlation coefficients Euclidean distance cosine coefficient information gain mutual information and signal to noise ratio have been used for feature selection. Multi-layer perceptron k-nearest neighbour support vector machine and structure adaptive self­organizing map have been used for classification. Also we have combined the classifiers to improve the performance of classification. Experimental results show that the ensemble with several basis classifiers produces the best recognition rate on the benchmark dataset.,"['gene expression profile', 'KNN', 'classification', 'feature selection', 'ensemble classifier', 'SVM', 'Biological data mining', 'MLP', 'SASOM']",175,9
130,132,Machine learning and data mining have found a multitude of successful applications in microarray analysis with gene clustering and classification of tissue samples being widely cited examples. Low-level microarray analysis ­ often associated with the pre-processing stage within the microarray life-cycle ­ has increasingly become an area of active research traditionally involving techniques from classical statistics. This paper explores opportunities for the application of machine learning and data mining methods to several important low-level microarray analysis problems monitoring gene expression transcript discovery genotyping and resequencing . Relevant methods and ideas from the machine learning community include semi-supervised learning learning from heterogeneous data and incremental learning.,"['transductive learning', 're-sequencing', 'genotyping', 'data mining', 'statistics', 'Low-level microarray analysis', 'microarray', 'low-level analysis', 'learning from heterogeneous data', 'semi-supervised learning', 'gene expression estimation', 'incremental learning', 'transcript discovery', 'heterogeneous data']",105,14
131,133,Ada95 is an object-oriented programming language. Pack-ages are basic program units in Ada 95 to support OO programming which allow the specification of groups of logically related entities. Thus the cohesion of a package is mainly about how tightly the entities are encapsulated in the package. This paper discusses the relationships among these entities based on dependence analysis and presents the properties to obtain these dependencies. Based on these the paper proposes an approach to measure the package cohesion which satisfies the properties that a good measure should have.,"['OO programming', 'Object-Oriented', 'Cohesion', 'Measurement', 'measure', 'cohesion', 'Ada95', 'dependence']",89,8
132,134,Public administrations of all over the world invest an enormous amount of resources in e-government. How the success of e-government can be measured is often not clear. E-government involves many aspects of public administration ranging from introducing new technology to business process re-)engineering. The measurement of the effectiveness of e-government is a complicated endeavor. In this paper current practices of e-government measurement are evaluated. A number of limitations of current measurement instruments are identified. Measurement focuses predominantly on the front primarily counting the number of services offered and not on the back-office processes. Interpretation of measures is difficult as all existing measurement instruments lack a framework depicting the relationships between the indicators and the use of resources. The different measures may fit the aim of the owners of the e-governmental services however due to conflicting aims and priorities little agreement exists on a uniform set of measures needed for comparison of e-government development. Traditional methods of measuring e-government impact and resource usage fall short of the richness of data required for the effective evaluation of e-government strategies.,"['benchmark', 'law', 'evaluation', 'public administration', 'E-government', 'business process', 'e-government', 'interoperability', 'measurement', 'architectures']",177,10
133,135,We give the first on-line poly-logarithmic competitve algorithm for minimizing average flow time with preemption on related machines i.e. when machines can have different speeds. This also yields the first poly-logarithmic polynomial time approximation algorithm for this problem. More specifically we give an O(log 2 P · log S)-competitive algorithm where P is the ratio of the biggest and the smallest processing time of a job and S is the ratio of the highest and the smallest speed of a machine. Our algorithm also has the nice property that it is non-migratory. The scheduling algorithm is based on the concept of making jobs wait for a long enough time before scheduling them on slow machines.,"['multiprocessor environment', 'average flow time', 'Scheduling', 'related machines', 'processing time', 'preemption', 'competitive ratio', 'non-migratory algorithm', 'flow-time', 'poly-logarithmic factor', 'scheduling', 'approximation algorithms']",115,12
134,136,In this paper we propose a new way to automatically model and predict human behavior of receiving and disseminating information by analyzing the contact and content of personal communications. A personal profile called CommunityNet is established for each individual based on a novel algorithm incorporating contact content and time information simultaneously. It can be used for personal social capital management. Clusters of CommunityNets provide a view of informal networks for organization management. Our new algorithm is developed based on the combination of dynamic algorithms in the social network field and the semantic content classification methods in the natural language processing and machine learning literatures. We tested CommunityNets on the Enron Email corpus and report experimental results including filtering prediction and recommendation capabilities. We show that the personal behavior and intention are somewhat predictable based on these models. For instance quot;to whom a person is going to send a specific email&quot can be predicted by one's personal social network and content analysis. Experimental results show the prediction accuracy of the proposed adaptive algorithm is 58 better than the social network-based predictions and is 75 better than an aggregated model based on Latent Dirichlet Allocation with social network enhancement. Two online demo systems we developed that allow interactive exploration of CommunityNet are also discussed.,"['information dissemination', 'personal information management', 'user behavior modeling']",212,3
135,137,Object-oriented software development practices are being rapidly adopted within increasingly complex systems including reactive real-time and concurrent system applications. While data modeling is performed very well under current object-oriented development practices behavioral modeling necessary to capture critical information in real-time reactive and concurrent systems is often lacking. Addressing this deficiency we offer an approach for modeling and analyzing concurrent object-oriented software designs through the use of behavioral design patterns allowing us to map stereotyped UML objects to colored Petri net CPN representations in the form of reusable templates. The resulting CPNs are then used to model and analyze behavioral properties of the software architecture applying the results of the analysis to the original software design.,"['COMET', 'Behavioral Design Patterns', 'Colored Petri Nets', 'Software Architecture']",115,4
136,138,Motivated by recent surfacing viruses that can spread over the air interfaces in this paper we investigate the potential disastrous threat of node compromise spreading in wireless sensor networks. Originating from a single infected node we assume such a compromise can propagate to other sensor nodes via communication and preestablished mutual trust. We focus on the possible epidemic breakout of such propagations where the whole network may fall victim to the attack. Based on epidemic theory we model and analyze this spreading process and identify key factors determining potential outbreaks. In particular we perform our study on random graphs precisely constructed according to the parameters of the network such as distance key sharing constrained communication and node recovery thereby reflecting the true characteristics therein. The analytical results provide deep insights in designing potential defense strategies against this threat. Furthermore  through extensive simulations we validate our model and perform investigations on the system dynamics. Index Terms Sensor Networks Epidemiology Random Key Predistribution Random Graph.,"['Epidemiology', 'Random Key Predistribution', 'Sensor Networks', 'Random Graph']",163,4
137,139,The literature is very broad considering routing protocols in wireless sensor networks WSNs). However security of these routing protocols has fallen beyond the scope so far. Routing is a fundamental functionality in wireless networks thus hostile interventions aiming to disrupt and degrade the routing service have a serious impact on the overall operation of the entire network. In order to analyze the security of routing protocols in a precise and rigorous way we propose a formal framework encompassing the definition of an adversary model as well as the general definition of secure routing in sensor networks. Both definitions take into account the feasible goals and capabilities of an adversary in sensor environments and the variety of sensor routing protocols. In spirit our formal model is based on the simulation paradigm that is a successfully used technique to prove the security of various cryptographic protocols. However we also highlight some differences between our model and other models that have been proposed for wired or wireless networks. Finally we illustrate the practical usage of our model by presenting the formal description of a simple attack against an authenticated routing protocol which is based on the well-known TinyOS routing.,"['Provable Security', 'Simulatability', 'Sensor Networks', 'Routing Protocols', 'Adversary Model']",196,5
138,140,We investigate whether it is possible to encrypt a database and then give it away in such a form that users can still access it but only in a restricted way. In contrast to conventional privacy mechanisms that aim to prevent any access to individual records we aim to restrict the set of queries that can be feasibly evaluated on the encrypted database. We start with a simple form of database obfuscation which makes database records indistinguishable from lookup functions . The only feasible operation on an obfuscated record is to look up some attribute Y by supplying the value of another attribute X that appears in the same record i.e. someone who does not know X cannot feasibly retrieve Y . We then i generalize our construction to conjunctions of equality tests on any attributes of the database and ii achieve a new property we call group privacy. This property ensures that it is easy to retrieve individual records or small subsets of records from the encrypted database by identifying them precisely but mass harvesting queries matching a large number of records are computationally infeasible. Our constructions are non-interactive. The database is transformed in such a way that all queries except those ex-plicitly allowed by the privacy policy become computationally infeasible i.e. our solutions do not rely on any access-control software or hardware.,"['Database privacy', 'Obfuscation']",224,2
139,141,Peer-to-Peer P2P  data integration systems have recently attracted significant attention for their ability to manage and share data dispersed over different peer sources. While integrating data for answering user queries it often happens that inconsistencies arise because some integrity constraints specified on peers global schemas may be violated. In these cases we may give semantics to the inconsistent system by suitably repairing the retrieved data as typically done in the context of traditional data integration systems. However  some specific features of P2P systems such as peer autonomy and peer preferences e.g. different source trusting  should be properly addressed to make the whole approach effective. In this paper we face these issues that were only marginally considered in the literature. We first present a formal framework for reasoning about autonomous peers that exploit individual preference criteria in repairing the data. The idea is that queries should be answered over the best possible database repairs with respect to the preferences of all peers i.e. the states on which they are able to find an agreement. Then we investigate the computational complexity of dealing with peer agreements and of answering queries in P2P data integration systems. It turns out that considering peer preferences makes these problems only mildly harder than in traditional data integration systems.,"['Peer-to-Peer Systems', 'Data Integration Systems']",212,2
140,142,In this paper we study market share rules rules that have a certain market share statistic associated with them. Such rules are particularly relevant for decision making from a business perspective. Motivated by market share rules in this paper we consider statistical quantitative rules SQ rules that are quantitative rules in which the RHS can be any statistic that is computed for the segment satisfying the LHS of the rule. Building on prior work we present a statistical approach for learning all significant SQ rules i.e. SQ rules for which a desired statistic lies outside a confidence interval computed for this rule. In particular we show how resampling techniques can be effectively used to learn significant rules. Since our method considers the significance of a large number of rules in parallel it is susceptible to learning a certain number of quot;false&quot rules. To address this we present a technique that can determine the number of significant SQ rules that can be expected by chance alone and suggest that this number can be used to determine a quot;false discovery rate&quot for the learning procedure. We apply our methods to online consumer purchase data and report the results.,"['Rule discovery', 'nonparametric methods', 'statistical quantitative rules', 'market share rules', 'resampling']",196,5
141,143,Prolonging the network lifetime is one of the most important designing objectives in wireless sensor networks WSN). We consider a heterogeneous cluster-based WSN which consists of two types of nodes powerful cluster-heads and basic sensor nodes. All the nodes are randomly deployed in a specific area. To better balance the energy dissipation we use a simple mixed communication modes where the sensor nodes can communicate with cluster-heads in either single-hop or multi-hop mode. Given the initial energy of the basic sensor nodes we derive the optimal communication range and identify the optimal mixed communication mode to maximize the WSN's lifetime through optimizations. Moreover we also extend our model from 2-D space to 3-D space.,"['energy optimization', 'clustering', 'optimization', 'heterogeneous cluster-based sensor network', 'optimal transmission range', 'Wireless sensor networks', 'network lifetime', 'Voronoi cell', 'numerical model']",114,9
142,144,In this paper we study how we can design an effective parallel crawler. As the size of the Web grows it becomes imperative to parallelize a crawling process in order to finish downloading pages in a reasonable amount of time. We first propose multiple architectures for a parallel crawler and identify fundamental issues related to parallel crawling. Based on this understanding we then propose metrics to evaluate a parallel crawler and compare the proposed architectures using 40 million pages collected from the Web. Our results clarify the relative merits of each architecture and provide a good guideline on when to adopt which architecture.,"['guideline', 'architecture', 'model evaluation', 'parallel crawler', 'Web Spider', 'Web Crawler', 'Parallelization']",103,7
143,145,Unlike non-time-critical applications like email and file transfer  network games demand timely data delivery to maintain the seemingly interactive presence of players in the virtual game world. Yet the inherently large transmission delay mean and variance of 3G cellular links make on-time game data delivery difficult. Further complicating the timely game data delivery problem is the frequent packet drops at these links due to inter-symbol interference fading and shadowing at the physical layer. In this paper we propose a proxy architecture that enhances the timeliness and reliability of data delivery of interactive games over 3G wireless networks. In particular a performance enhancing proxy is designed to optimize a new time-critical data type  variable-deadline data where the utility of a datum is inversely proportional to the time required to deliver it. We show how a carefully designed and configured proxy can noticeably improve the delivery of network game data.,"['Wireless Networks', 'congestion control', '3G wireless network', 'RLC configuration', 'proxy architecture', 'Network Gaming', 'time critical data', 'loss-optimized']",148,8
144,146,In this paper we present a method for real-time visual simulation of diverse dynamic phenomena using programmable graphics hardware. The simulations we implement use an extension of cellular automata known as the coupled map lattice CML). CML represents the state of a dynamic system as continuous values on a discrete lattice. In our implementation we store the lattice values in a texture and use pixel-level programming to implement simple next-state computations on lattice nodes and their neighbors. We apply these computations successively to produce interactive visual simulations of convection reaction-diffusion and boiling. We have built an interactive framework for building and experimenting with CML simulations running on graphics hardware and have integrated them into interactive 3D graphics applications.,"['Coupled Map Lattice', 'CML', 'dynamic phenomena', 'graphic hardware', 'simulation', 'Multipass Rendering', 'Visual Simulation', 'Reaction-Diffusion', 'Graphics Hardware']",118,9
